	HCA1	HCA2	HCA3	HCA4	HCA5	HCA6	HCA7	HCA8	HCA9	HCA10	HCA11	HCA12	HCA13	HCA14	HCA15	HCA16	HCA17	HCA18	HCA19	HCA20	HCA21	HCA22	HCA23	HCA24	HCA25	HCA26	HCA27	HCA28	HCA29	HCA30	HCA31	HCA32	HCA33	HCA34	HCA35	HCA36	HCA37	HCA38	HCA39	HCA40	HCA41	HCA42	HCA43	HCA44	HCA45	HCA46	HCA47	HCA48	HCA49	HCA50	HCA51	HCA52	HCA53	HCA54	HCA55	HCA56	HCA57	HCA58	HCA59	HCA60	HCA61	HCA62	HCA63	HCA64	HCA65	HCA66	HCA67	HCA68	HCA69	HCA70	HCA71	HCA72	HCA73	HCA74	HCA75	HCA76	HCA77	HCA78	HCA79	HCA80	HCA81	HCA82	HCA83	HCA84	HCA85	HCA86	HCA87	HCA88	HCA89	HCA90	HCA91	HCA92	HCA93	HCA94	HCA95	HCA96	HCA97	HCA98	HCA99	HCA100	HCA101	HCA102	HCA103	HCA104	HCA105	HCA106	HCA107	HCA108	HCA109	HCA110	HCA111	HCA112	HCA113	HCA114	HCA115	HCA116	HCA117	HCA118	HCA119	HCA120	HCA121	HCA122	HCA123	HCA124	HCA125	HCA126	HCA127	HCA128	HCA129	HCA130	HCA131	HCA132	HCA133	HCA134	HCA135	HCA136	HCA137	HCA138	HCA139	HCA140	HCA141	HCA142	HCA143	HCA144	HCA145	HCA146	HCA147	HCA148	HCA149	HCA150	HCA151	HCA152	HCA153	HCA154	HCA155	HCA156	HCA157	HCA158	HCA159	HCA160	HCA161	HCA162	HCA163	HCA164	HCA165	HCA166	HCA167	HCA168	HCA169	HCA170	HCA171	HCA172	HCA173	HCA174	HCA175	HCA176	HCA177	HCA178	HCA179	HCA180	HCA181	HCA182	HCA183	HCA184	HCA185	HCA186	HCA187	HCA188	HCA189	HCA190	HCA191	HCA192	HCA193	HCA194	HCA195	HCA196	HCA197	HCA198	HCA199	HCA200	HCA201	HCA202	HCA203	HCA204	HCA205	HCA206	HCA207	HCA208	HCA209	HCA210	HCA211	HCA212	HCA213	HCA214	HCA215	HCA216	HCA217	HCA218	HCA219	HCA220	HCA221	HCA222	HCA223	HCA224	HCA225	HCA226	HCA227	HCA228	HCA229	HCA230	HCA231	HCA232	HCA233	HCA234	HCA235	HCA236	HCA237
Subdoligranulum	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.803599463	1.248506468	1.426056863	4.858334782	0	0.527258457	1.773410143	0.936303022	5.217734163	5.313637996	0	1.489569855	2.392579725	2.311663393	0.698481743	1.304209262	0	1.897491013	2.261529365	0.579643824	0.825423029	0	2.354767758	0.274781892	0	1.610191412	7.610251517	3.580088132	0.890976835	4.081775865	1.166980127	7.783442761	1.017826589	0.416343705	2.539295837	0.669477998	0.216161523	0.071188854	0	0	1.642028218	0.080353556	0.21395968	0.116905561	0	0.269590223	0.982717723	0.089718285	0.82180995	0.16585467	0.555114988	0.292749439	0.558169573	0.651916239	0.974304609	1.741466352	0.015456739	0.029110675	0.017831601	0.009979057	0.007406149	0.103853168	0.026190444	0.002994577	0.021516683	0.028061441	0.010278827	0.006392578	0.014075863	0.013445545	0.102159501	0.017445609	0.053655513	0.003816202	0.054094876	0.078622832	0.010453785	0.00658651	0.00840244	0.037431726	0.018054662	0.033208524	0.088606014	0.002714146	0.051397859	0.018444949	0.013679869	0.004576725	0.005678987	0.000451965	0.022324645	0.01953381	0.012936996	5.938655645	0	3.231004071	1.154911319	4.411141707	3.341486224	4.721938403	2.433693413	2.059557301	4.190202797	1.481070468	2.090401664	4.866832093	1.940167731	1.386931274	1.691900389	6.797736801	2.444945379	0.692554043	3.875236295	2.505286384	1.340210934	4.081148979	3.995632443	1.122291022	2.56490897	6.772468061	1.53803132	0.212717809	0	2.075734821	0.237020316	9.536574284	4.74073665	10.88556262	0.049908124	0.045714286	15.65580276	2.028961454	5.117559021	4.504575993	0.669146668	2.960342581	1.013205136	9.385514432	4.005975883	3.741254067	0.064958499	0	0.533536585	0	0	0	0	0	0	0	0	0.019530487	6.496230089	1.807123479	1.781267956	7.505949138	3.200506009	2.823911423	9.412526998	17.111681	25.92592593	8.082663605	0.836105367	4.151362106	0.024525583	1.954857575	7.263147991	4.554084918	1.98643845	4.767254729	7.18122618	5.6760181	2.376289333	7.608695652	2.540188405	3.577908105	0.88172112	0.970429369	4.136737548	0.911132905	1.302534332	0.55758843	1.466824449	0.131647186	0.564808806	2.763760937	1.687680911	0.55216892	1.070071713	7.801979469	0.498114613	0.376757436	0.593658883	0	1.670797026	0.750674335	0.765072584	0	1.053086242	4.861443425	1.028760898	0	0.525859811	0	1.486720101	1.27350807	0	1.92459497	2.27177114	0.797110475	0	0.414873662	4.798784136
Lachnospira	0.576258164	2.717900656	2.684085511	1.722900215	1.611459266	1.272066459	0.527953238	0.26224193	0.106296505	0.046398928	0.987137302	0.007566872	1.465471798	0.042668617	0.143184422	0.05881834	0	0.024412572	0.012944146	0	0	0.024193061	0.026280716	0.013234516	1.191189085	4.715233164	0.399773263	0.719189988	1.444981747	1.364432191	0.587371512	1.418640942	0.545430649	3.162024927	3.615571996	0.249313599	1.937006326	0.210151218	1.516165461	6.415630899	3.374031214	0.511433125	1.27611352	1.235556572	1.142695006	0	0.262000259	0.261042797	3.073767532	1.885669943	3.844318724	0.657825381	2.747448566	0.428060162	1.466089597	0.339287679	0.124303535	1.81375263	1.468762445	1.2341267	0.423124684	18.63622496	0.110218863	5.85625933	0.698223142	0.808557654	0.651388361	4.244180136	0	0.040438533	0.629326621	0.174950655	0	3.876852908	0.049563838	0.721847931	1.476150936	0.197550375	0.419001464	1.329257561	0.205174118	3.132726889	3.339746668	0.462433194	1.070406336	0.657020039	3.270081142	3.015397312	2.159710806	6.005177321	0.199872362	3.945609537	5.027519296	2.127239001	2.513111101	1.21590606	4.819745229	1.672370335	1.018406946	5.930314811	3.591294146	4.491172256	2.839955643	0.287840546	1.057844065	2.267722323	1.444150184	1.412389948	0.36285624	0.312003405	5.015460883	1.617461654	1.253300911	0.266086706	4.906662931	0.563758103	0.592578149	0.396998042	0.386569952	2.323609227	23.16795318	0.455411989	2.640097835	2.864545322	11.2059182	2.393969956	1.569589777	0.349993598	0.240779249	12.64185277	0.150206534	1.121948469	1.245139406	0.191313551	0.359805792	4.447558046	1.366572149	2.045600809	0	0.587761293	1.132835159	0.331097351	0.12579935	0.229874895	4.430329179	1.276306857	6.087170821	0.289637417	0	0.233984552	0	0.100243775	0.015879858	0.104126984	0.038403441	0	0.171389948	0.116383643	0.181463503	0.293241482	0.669384775	0.326342685	0.046953367	0.347609073	0	0	0	0	0	0	0	0	0	0	0	0	2.072202527	0	1.267317883	0	0.253004428	1.839135526	0.058315335	0.125710263	0	3.338117107	0.958973898	1.2090603	4.665992213	0.302263692	0.110546618	4.754959963	0.325596678	1.512161054	0.390120937	0	0.26439483	3.843532779	1.469278718	0.65609046	2.715701048	0.5378559	0.433824052	3.919769686	0.787862527	0.261369577	0.949445469	1.328439781	0.781118562	2.293875284	0	1.163972082	0.757592788	0.340336289	0.642428192	0.45333415	2.048911188	0.741046913	0	1.748180569	0.143859802	0.683332932	1.820276024	0.717797016	0.139141762	1.447554858	1.366026636	3.598659499	0.248310545	6.456389753	3.388348686	0.514979514	1.284367344	1.096026902	0	1.745558866	1.189994988
Escherichia-Shigella	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.024276951	0.020779581	0.23270384	0.734399444	0.5676714	0.80094987	0.941300501	0	0.523525804	0.269272196	0	0.160949285	0.203205401	0.123349628	1.062361454	0.833517197	1.38018898	0	0	0.274568127	0.082542303	0.700171928	0.054987709	0.224405212	0.675997747	0.84195551	0.064753596	0.050601952	0	0.067834671	0.052117559	0.315445842	0.877436715	2.356328203	0.274075289	2.549257856	1.352159316	0.345774433	2.561276439	0.516101514	3.274425772	0.617717959	2.886078357	1.906068923	3.612978973	1.285046729	3.698504139	3.149111789	3.193740466	0	1.030927835	0.621591274	2.002029708	1.940932438	3.690241809	4.223982215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.097889928	0	0.572421981	0.219001041	1.466850244	0.064743544	1.036345059	0.159724265	0.185784808	0.101861283	1.08412651	0.093028346	0.105872622	1.401927651	0	0.198560437	0	0	0	0	0.625172382	0.211854649	0	0.102364623	1.031991744	0	6.127050086	0.251677852	0	3.978312914	0.134091397	9.576749436	8.657428442	3.669446132	2.487868225	2.767632313	0.066031746	0.788550654	0.402472926	1.798387486	5.303390996	1.55604954	27.1620741	26.49546644	1.472336765	0.085369758	0.153750167	0	0	0	0	0	0	0	0.005448107	0.006996432	0.006852601	0	0.082028046	0.059919109	0.192526472	1.500351146	1.32457926	0.850727388	0.628127329	4.734341253	12.0455574	0.532788809	0.984500574	0.149839672	0.283134374	0.46905178	0.085422348	4.878163515	1.183236565	2.010335454	0.118422251	0.090027909	1.625339367	0.055490273	0.064740357	0.274171627	0.050630775	0	0.183099881	0.068748074	0.022145591	0.173183404	0.043561596	1.992459477	0.111700642	0.067296368	0.724503495	10.91350635	0.130311865	0.047209046	0.316420766	0.088450258	0.177657978	0.349365626	0.351332999	0	0.404600743	0.270282052	3.151993455	2.381784899	0.735198155	0.888138905	0.568682266	0.801885842	0	0.160301744	0.839133225	1.386045718	0	0	0.079711047	0.701027842	2.348008386	0.024252615
Aeromicrobium	0	0	0.071258907	0	0	0.03894081	0.028283209	0.028608211	0.125054711	0.010310873	0.048609034	0.015133744	0	0.033525342	0.022273132	0.014704585	0.016932507	0.012206286	0.086294307	0.053975862	0.055053677	0.205641015	0	0.066172578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.027410402	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ruminococcus	3.611217826	3.701968135	1.710213777	6.101938263	3.916741271	5.724299065	0.527953238	0.171649263	0.018758207	0.067020673	1.858360754	0.219439295	0.764364787	0.237725153	0.203640066	0.473487633	0.182871076	0.122062862	0.075507518	0.263402207	0.050048798	0.129029657	0.073210565	0.102094835	0.279994174	0.554122149	2.526925028	3.96749522	0	0	0.653262548	0.508346338	4.409445369	0.259014207	0	0.457600909	0.61289371	1.103293892	4.073779748	0.071094114	0.949145345	0.307601082	0.071442649	0	1.039517128	0	0.287876828	1.360170365	3.726654244	0.081479565	2.780996524	3.029791899	0.281872671	0.411686276	0.111033061	11.28819279	0	0.064223231	0.248307527	1.431872871	0.584096031	1.535645276	0	0.021326509	0.269658593	0.100441945	0.432674021	0.279556775	0.474970648	0.11232926	0.522825192	0.31849991	0	0.09847621	0.074345757	0.324831569	0.350585847	0.276570525	0.353374729	0.185262378	0.124622673	5.614826588	1.567291715	1.163073592	2.534956711	0.656770031	2.07064692	0.616505541	3.380369943	2.534651825	0.162964595	0.847334529	0.258680895	1.404791832	5.705642907	2.471884155	0.989798845	0.944801263	3.434670054	3.436421275	0.453992964	1.395876712	0.149722495	0.193722646	2.720382122	1.569334518	3.548911798	0.551488645	0.526895804	0.337116913	1.963587346	7.75590642	0.412449373	0.177622141	1.161095442	1.515891007	1.145867148	0.587339569	0	15.30698779	0	2.250582504	0	0	0.016813081	0.233558044	0	2.940799863	0.913866696	0	0.258689031	1.279810565	2.399271945	0.370415598	1.40020808	0	0.311121613	0.960742852	3.647584396	2.649665829	2.900330979	0.434296526	2.264388301	2.568409885	1.637903484	0.59289432	0	23.46331259	0.073363431	10.22944116	11.95814236	0.719932563	0	0.099047619	0.965206483	0.460561802	1.646309081	0.986615881	0.866488228	0.079128654	0.310351123	1.024564244	0.569843133	3.921743393	29.13749549	3.041218546	15.38363821	3.920332787	4.221079501	9.111315759	0.494367453	2.98011441	0.650668159	10.35427945	1.444295035	0.679660951	0.339541619	0	0.5075656	0.060208148	0.600885515	3.231129565	1.112311015	0.153366521	0	4.225028703	0.404567113	1.848025712	0.134890708	0.272694418	0.350456299	0.465039487	0.206111659	2.295569793	2.763856796	0.231674208	0.290507899	2.780427968	0.248394807	3.031517657	0.2789445	1.336629131	0.41722969	0	2.16845135	0.162629959	2.072267936	0	2.953829884	2.826258044	2.193003974	1.64546338	0.11914664	11.32308032	2.015734835	0	1.40534293	0	2.328989794	1.547152527	2.652687563	0.132335603	4.068368333	3.969635011	0	0	0	0	0.455759862	0.071573128	0.953172979	0.311994888	0.071766191	1.003861004	0	0.063996469	0.279713496
Dorea	0.192086055	0.328022493	0.142517815	0.071787509	0.313339302	0.20768432	0.089563496	0.109664807	0.006252736	0.020621746	0.067304816	0.037834361	0.142329995	0	0.035000636	0.011763668	0	0	0	0.017272276	0	0.002016088	0.003754388	0.056719353	1.849903701	1.257164626	0.405740028	2.476968538	2.031766662	1.734720573	0.525245679	1.794580792	2.639533865	1.841308919	2.866744857	1.606336984	0.576841139	1.228927772	0	2.020053443	0.902431256	0.381721825	2.086618053	1.288944819	0.598431696	1.634565071	0.624272222	0.53353484	0.868108217	1.395499224	2.780996524	1.899681629	0.903936498	0.603494655	1.241757495	1.481861864	0.816016145	0.956704684	1.138466584	0.22157101	0	0	0.556342833	0.093836639	0	0	0	1.291044017	0	0	1.820206225	0.367844967	0	0.093293252	0	0	3.367469324	0.039510075	0	3.103144829	1.045216819	0.265962434	1.234895935	0.525019524	0.966377951	0.50786549	0.946500212	1.356213157	0.777151383	2.339380106	0.698960257	0.867114705	0.501538748	0.46106177	1.695708732	0.710379899	0.803775445	0.84978949	0.369243112	0.820524618	0.726956961	0.703531925	0.659868182	0.303897141	1.836718903	0.850225466	0.886207653	0.528935383	1.52757328	1.325056754	1.134113752	3.14909993	1.009930484	0.029889935	1.328516914	0.672120229	0.616937954	0.484011312	0.125960996	0.292571235	0.18855695	0.317729295	0.406445579	0.25178806	0.449749905	0.923615903	0.226872859	0.81522899	0.29002955	0.433416046	0.367171528	0.411569036	0	0.712337689	2.470955436	0	1.949432892	0.638962949	0.326993046	1.004882211	0.743849592	0.442896457	1.244015795	0.517218514	0.950782998	0.448065173	0.658357978	0.399592362	1.602708804	2.099045888	1.148600144	0.665254141	0.796261428	1.132698413	2.990347935	2.788266047	2.648095399	2.01819817	0.344780656	3.721374046	3.526440699	0.799413089	8.558318216	1.446142876	0.043305666	0.108063603	0	0.025211143	0	0	0.328227571	0.032688641	0	0	0	0.046873169	2.641434064	0.297540912	0.197918662	0.650821411	0.281467426	0.609496434	0.416846652	0.985568462	0	0.539609644	0.254727442	0.883838384	0.432263405	0.216841344	0.453946749	0.734707355	0.660154733	0.078948167	0.276085587	0.481447964	0.629977804	2.780427968	1.169330271	1.900763681	0.894546154	1.43046782	0.611620795	0.964915056	0.54394224	0.920601731	0.941189421	1.623648622	0.586439782	1.171242072	0.681940833	0.351179433	0.584492952	1.488281394	1.194078488	1.023064906	0.643568258	0.118095126	2.339648786	0.254465876	0.305157156	1.23192416	0.510088648	2.412233001	0.825969182	2.037299429	1.736747728	2.85868514	1.599874273	2.033664051	0.906260662	0.387174379	2.098542404	0.575414124	1.631573695	0.951119938	1.848049281
[Ruminococcus]_torques_group	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.974525386	0.493515039	0.250604135	0.22379628	1.420134177	0.51920871	0.404759215	0.529625952	4.032682029	1.96440478	3.110339228	0.839460978	0.16715283	1.087304125	0	1.576328112	0.581802739	0.237186377	0.458218368	2.072608016	0.575216674	2.033239479	2.105705783	0.219825513	0.707775419	4.138644594	0.456683253	0.611440258	0.926615908	1.810483965	0.881466543	3.70465466	0.209122417	10.04761377	1.731125114	1.894074762	0.091983627	6.503610292	0.152207002	0	0.101121972	0	0.965195892	0	0.437613406	0	0.106501428	0.062802799	0.06397323	0.492381051	0.223037272	0.669714469	0.096872405	0.059265113	0.045433894	0.106525867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.348053078	0.560309256	0	0.026515821	1.20737132	2.92065319	0.642242008	0.306838721	0.180476671	0.324104084	0.691450766	0.519864288	0.853598015	0.108482497	0.546879405	0.21510714	0.610575162	2.349575169	0.600480384	1.027882798	0.896386871	0	0.478741053	0	0.49879601	0.660446588	0.773617435	0.731064238	0	2.408111534	0.437137953	0	0.093139482	0.75929096	0.608297451	0.349356866	0.266666667	0.215059269	0.473009419	2.90397335	0.782944506	0.589756385	0.793613852	2.04466622	1.027094032	1.237861488	0.594946299	0	0	0	0	0	0	0	0	0	0	0	0	1.173415889	0.656340247	0.098959331	0.530405115	0.939278937	0.89162142	0.228941685	1.116307135	0.645448998	0.806544202	0.044951901	0.616008571	0.208467458	0.062424023	0.333991909	2.878291737	0.11948502	0.412959645	1.170362812	0.412669683	2.124951038	0.436145564	1.731733608	0.611788532	0.916989964	0.906344411	1.834862385	0.205637635	0.846403395	0.917697624	1.717257891	2.573104081	0	0.541641591	2.605112103	2.098241894	0.865499179	3.716104345	0.563288488	1.396759273	1.497281252	1.526379499	2.472886189	0	1.240245869	3.188084984	2.815771612	0.224039675	0.211673106	1.420748286	0.517800657	3.101594656	0.836083608	1.480823338	0.58427158	0.240574371	0.457818803	0.555486362	2.035724978	10.01213726	1.97254604
Parasutterella	0	0.515463918	0	0	0.089525515	0.48026999	0.023569341	0.004768035	0	0.005155436	0.280436733	0	0.031628888	0	0.022273132	0.020586419	0	0.006103143	0.079822234	0	0.032531718	0.058466563	0.041298267	0.054828708	0.016184634	0.372300819	0.683194606	0.047801147	0	0	0.088482247	1.049794297	0	0	0	0	0	0.153044908	0	0.06373955	0	0	1.640717383	3.29672425	0.208935204	1.146188922	0.223185406	0.265622495	0	0.103466115	0.030672756	0.328912691	0.012959663	0	0.228864064	0	0.944706863	1.005425756	0.325610813	0.131036619	5.666191418	0.686463948	10.29234241	0.831733845	8.335339722	3.545600643	0.98421453	10.35376639	1.104707012	2.934040259	6.201287699	2.198097972	10.585109	0.228050171	5.630452022	1.840712223	6.213672848	2.222441723	8.75864506	6.01639572	0.083457717	0.820363338	0.099801671	0.141839527	0.423550806	0.121353701	0.473550455	0.415420891	0.700927708	0.297179058	0.18061368	0.367322213	0.332456135	0.049266883	0.415808756	0.558946729	0.167944399	0.023858544	0.39185862	0.312577803	0.491000092	0.252902119	0.415229233	0.045544177	0.182604525	0.108241249	0.399169601	0.000193868	0.027008717	0.053986947	0.200252236	0.041112293	0.532121128	0.002199562	0.205680834	0.277458685	0.506774257	0	1.819919211	1.674864315	0	0	1.172577512	0.080280251	0	1.380115717	0.805630151	0.140851082	0.027361278	5.697270471	0.650894981	0.016913796	0.161330355	0	0.030345067	0	0	0	0	0.052140115	0.252499403	0	0	0	0.303611377	0	0	1.029821927	0	0.086324398	0	0.198209282	0	0	0.051204588	1.481266337	0.007241829	0.116383643	0	1.603518898	0.568977058	0.060714918	0.032013659	0.053478319	0	0	0	0.031513929	0.003699456	0	0	0	0.055971455	0.027410402	0	0.035154877	0.024966296	0	4.322288195	6.307520284	0.746363061	2.443308847	0.071274298	0.118167647	0	0.304247991	2.031825946	0.321395776	0.646862258	1.75772908	8.874306144	13.07338818	0.334558055	0.224698631	1.908591663	2.787330317	0.225225225	0.030666485	0.325725266	0.329100038	0.012825034	0	0	0	0.065858477	0	0.093568539	2.980013564	4.15795419	0.594879867	0	0.792914568	4.653463121	0	0.286299521	0	0.049909375	1.00085619	0.421030192	0.218840653	0.736736562	0.255046799	0.349657541	0.047853134	0.956229554	0	0	0	0	0.064169011	0	0	1.645672994	0.201768589	1.187506237	1.001875759	0.01616841
Alistipes	0.42258932	0.60918463	0.451306413	1.579325197	0.805729633	0.55815161	0.05185255	0.057216421	0.043769149	0.025777182	0.594525875	0.064318414	0.026357406	0.088384993	0.025455008	0.085286592	0.07111653	0.018309429	1.309516105	1.101107585	1.188658942	1.040301607	1.334684913	0.784617712	1.645977309	0.297840655	0.375906202	0.738745003	0	0.279728724	1.001543733	0.047288031	1.469815123	0.651382264	0.153374233	0.044182157	2.251646947	1.276897072	0.830231294	0.48294967	1.607389319	0.81532817	0.1305676	4.759180872	0.778992984	0.244188075	0.045283995	0.194637173	0.15455504	2.33316089	0.143139527	1.218663687	0.074518063	0.816355173	0.099703157	0.350291604	0.878899109	0.099656738	4.298531238	2.40154385	0.459918135	0.716973457	0.965727182	0	0	0.015066292	4.074743248	0.279556775	1.942576582	0.017972682	0.125865324	0	0.0836573	0.124391002	0.019825535	0.509303818	0.032290802	0.039510075	0.111060629	0.092631189	0.187172584	5.452277964	1.144524585	0.762963427	0.736974047	0.255957807	1.310723585	1.545201603	0.150916875	0.165356891	0.124870809	0.027779265	0.285282307	1.122435396	1.264231728	0.971667539	0.538696065	3.371060809	1.900133161	0.581628121	0.06254059	0.646934278	0.786492611	0.687740639	0.365373682	0.837792718	2.732674377	0.011438187	0.050720383	0.43381101	2.664943705	0.403886227	0.201087784	0.020398675	0.616053265	0.137999631	0.669536005	3.921035458	0.056465274	2.561058345	0.177754208	3.246134294	0.129487087	1.215151073	0	1.258028558	1.402907677	2.035938367	1.220313013	0.013234078	1.214169483	0.25370694	2.941176471	9.402857492	1.343852956	0.724579664	0	2.523673807	0.26712108	0.948002086	0	0.03869969	0.758290527	4.68149065	0.187759668	0	0	1.139776872	0	2.442071786	4.41769286	4.039368464	0.049908124	0.248888889	0.473642438	0.240653915	2.628783856	3.763952812	0.846073583	0.05585552	0.581147691	1.113106833	0.142994344	0.88684879	0.158787441	0.21098132	0.152439024	0.352956007	1.176427065	0.60435133	0.814490639	0.332334514	1.378297068	0.938806277	1.060809801	1.003867036	0.27962251	5.005688282	0.044691311	1.763238625	2.43200506	0.071862025	1.313174946	0.585809826	0.340327653	0.080367394	0.284695376	1.80976431	0.036788375	0	0.115250729	0.016510278	1.108223556	1.979777123	0.513159079	0.014479638	0.045697872	0.143110263	4.30004218	1.219357833	0.073743948	0.32271354	0.82734751	1.183207314	0.912261873	1.460765522	3.932630652	0.253321099	2.129449371	1.629554187	1.466908698	3.58247195	3.934087179	0.351374223	0.132675388	0.006126137	1.174183719	0.147618907	9.715671383	2.559926714	6.772309168	0.093837973	2.877475884	0.73954844	0.888138905	0	0.280055608	0.152943029	0.0440044	0.486203663	1.614210167	0.826974401	0.1311589	0.75227301	0.244486578	0.099304866	1.644327313
Coprococcus	1.459854015	0.72633552	0.712589074	0.861450108	0.716204118	1.038421599	0.509097766	0.133504983	0.137560183	0.025777182	0.355219862	0.011350308	0.158144439	0.039620859	0.054091893	0.05881834	0.010159504	0.006103143	0.008629431	0.008636138	0.00250244	0.006048265	0	0.001890645	2.646187709	0.921228073	5.346221546	2.459586303	1.796670426	0.279728724	0.084717045	1.853690831	1.079908876	1.241216597	0	0.416574621	0.868539215	0.55050482	2.051528713	2.142629502	1.172098949	1.949375533	1.08642097	1.166914541	0.301795295	1.440211297	0.326691681	2.500515216	0	2.313760993	1.826733011	5.517721225	0.476267617	2.133283432	0.57329315	1.245277482	0.207660023	0.42963127	1.595258732	0.893431492	0	0	0	0	0	3.997589393	0	0	0	0	0	6.204019379	0	0	0	0	0	0	0	0	0.728245218	0.421515842	3.002497499	1.763686448	2.460397331	1.863456835	1.318412523	1.585828814	3.594516457	5.990089591	0.475311047	1.647126352	2.277336827	0.497752721	2.199493435	0.89297727	8.231707236	0.637363966	1.830919071	3.010903319	1.505782182	2.310110756	0.769981643	0.954239715	1.191964413	1.686545885	1.102658082	0.891726249	1.496770697	1.684307605	2.0984919	1.446440775	1.057582352	0.113021315	2.109772553	1.62944531	3.034429409	0.755927779	0.334448161	0.920115332	0	0.0900233	1.111430832	0.266384469	0.453953176	1.167790222	1.069543476	6.265739041	0.093028346	0.476426799	0.39220595	0.467948357	1.662943658	0.22794806	0	0.696557246	5.048834279	0.436701296	5.144383549	2.114044651	1.712901355	0.25369797	0.478736415	1.343884002	0.327580697	0	1.038586115	3.043874705	0.665914221	0.86324398	0.196035121	0.373635887	0.024954062	0.205714286	8.115927187	1.497863159	4.745811809	1.618790668	0.816585764	5.671662633	1.694760543	2.727111741	2.763845908	0.987120638	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.938517525	0.375584162	0.202403542	2.725433834	0.842332613	0	0.107966014	0.229621125	0.713236837	1.966636058	1.005548913	0.124848047	1.390064917	0.569604579	0.731845745	0.461543133	0.477147916	0.235294118	0.329677504	1.819544773	1.58644608	5.520864099	0.464907499	2.359699716	2.159637769	0	0.075615289	1.15583435	0.440322536	1.256632226	0.51433653	2.180454609	1.157827601	0.89451365	0.753096689	1.247286508	1.268562916	0.827028517	2.545378129	0	5.726543555	1.648938877	0.132961332	0	1.892264341	2.455735851	0.210192874	1.799869797	0.280055608	0	0.414898633	1.818944667	1.177072671	1.977220614	1.091341038	0.291443517	1.439477098	0.428114311	2.64191822
