name	group
Sample435	HC
Sample436	HC
Sample437	HC
Sample438	HC
Sample439	HC
Sample44	HC
Sample440	HC
Sample441	HC
Sample442	HC
Sample443	HC
Sample444	HC
Sample445	HC
Sample447	HC
Sample448	HC
Sample449	HC
Sample450	HC
Sample451	HC
Sample452	HC
Sample453	HC
Sample454	HC
Sample455	HC
Sample456	HC
Sample457	HC
Sample459	HC
Sample46	HC
Sample461	HC
Sample465	HC
Sample466	HC
Sample467	HC
Sample468	HC
Sample471	HC
Sample472	HC
Sample473	HC
Sample474	HC
Sample478	HC
Sample479	HC
Sample48	HC
Sample481	HC
Sample482	HC
Sample483	HC
Sample484	HC
Sample486	HC
Sample487	HC
Sample488	HC
Sample489	HC
Sample49	HC
Sample490	HC
Sample491	HC
Sample50	HC
Sample52	HC
Sample525	HC
Sample526	HC
Sample527	HC
Sample528	HC
Sample529	HC
Sample53	HC
Sample530	HC
Sample531	HC
Sample532	HC
Sample533	HC
Sample534	HC
Sample536	HC
Sample537	HC
Sample538	HC
Sample539	HC
Sample54	HC
Sample540	HC
Sample541	HC
Sample542	HC
Sample543	HC
Sample544	HC
Sample545	HC
Sample56	HC
Sample562	HC
Sample568	HC
Sample57	HC
Sample570	HC
Sample573	HC
Sample575	HC
Sample577	HC
Sample58	HC
Sample583	HC
Sample585	HC
Sample588	HC
Sample589	HC
Sample59	HC
Sample594	HC
Sample596	HC
Sample605	HC
Sample607	HC
Sample608	HC
Sample61	HC
Sample610	HC
Sample612	HC
Sample615	HC
Sample616	HC
Sample617	HC
Sample618	HC
Sample619	HC
Sample62	HC
Sample620	HC
Sample621	HC
Sample622	HC
Sample623	HC
Sample624	HC
Sample625	HC
Sample626	HC
Sample627	HC
Sample628	HC
Sample629	HC
Sample63	HC
Sample630	HC
Sample631	HC
Sample632	HC
Sample634	HC
Sample635	HC
Sample636	HC
Sample637	HC
Sample638	HC
Sample639	HC
Sample642	HC
Sample643	HC
Sample644	HC
Sample645	HC
Sample647	HC
Sample649	HC
Sample65	HC
Sample650	HC
Sample651	HC
Sample653	HC
Sample654	HC
Sample655	HC
Sample656	HC
Sample657	HC
Sample658	HC
Sample660	HC
Sample661	HC
Sample662	HC
Sample663	HC
Sample664	HC
Sample665	HC
Sample666	HC
Sample667	HC
Sample668	HC
Sample669	HC
Sample67	HC
Sample670	HC
Sample671	HC
Sample672	HC
Sample673	HC
Sample674	HC
Sample675	HC
Sample676	HC
Sample677	HC
Sample678	HC
Sample679	HC
Sample68	HC
Sample680	HC
Sample682	HC
Sample683	HC
Sample684	HC
Sample685	HC
Sample686	HC
Sample687	HC
Sample688	HC
Sample689	HC
Sample69	HC
Sample690	HC
Sample692	HC
Sample693	HC
Sample694	HC
Sample695	HC
Sample696	HC
Sample697	HC
Sample698	HC
Sample699	HC
Sample7	HC
Sample70	HC
Sample701	HC
Sample703	HC
Sample704	HC
Sample705	HC
Sample708	HC
Sample709	HC
Sample71	HC
Sample710	HC
Sample712	HC
Sample713	HC
Sample714	HC
Sample715	HC
Sample716	HC
Sample717	HC
Sample718	HC
Sample719	HC
Sample72	HC
Sample720	HC
Sample721	HC
Sample722	HC
Sample723	HC
Sample726	HC
Sample727	HC
Sample728	HC
Sample729	HC
Sample731	HC
Sample732	HC
Sample733	HC
Sample734	HC
Sample735	HC
Sample736	HC
Sample737	HC
Sample738	HC
Sample739	HC
Sample74	HC
Sample741	HC
Sample745	HC
Sample746	HC
Sample749	HC
Sample75	HC
Sample750	HC
Sample752	HC
Sample753	HC
Sample762	HC
Sample77	HC
Sample773	HC
Sample78	HC
Sample784	HC
Sample795	HC
Sample8	HC
Sample80	HC
Sample805	HC
Sample806	HC
Sample807	HC
Sample808	HC
Sample809	HC
Sample81	HC
Sample810	HC
Sample811	HC
Sample812	HC
Sample813	HC
Sample814	HC
Sample815	HC
Sample816	HC
Sample817	HC
Sample818	HC
Sample819	HC
Sample82	HC
Sample820	HC
Sample821	HC
Sample822	HC
Sample823	HC
Sample824	HC
Sample825	HC
Sample826	HC
Sample827	HC
Sample828	HC
Sample829	HC
Sample830	HC
Sample831	HC
Sample832	HC
Sample833	HC
Sample834	HC
Sample835	HC
Sample836	HC
Sample837	HC
Sample838	HC
Sample839	HC
Sample840	HC
Sample846	HC
Sample847	HC
Sample848	HC
Sample849	HC
Sample85	HC
Sample850	HC
Sample851	HC
Sample852	HC
Sample853	HC
Sample855	HC
Sample856	HC
Sample857	HC
Sample858	HC
Sample859	HC
Sample860	HC
Sample861	HC
Sample862	HC
Sample863	HC
Sample864	HC
Sample866	HC
Sample867	HC
Sample868	HC
Sample869	HC
Sample87	HC
Sample870	HC
Sample871	HC
Sample89	HC
Sample899	HC
Sample9	HC
Sample90	HC
Sample91	HC
Sample910	HC
Sample92	HC
Sample921	HC
Sample932	HC
Sample943	HC
Sample954	HC
Sample957	HC
Sample958	HC
Sample959	HC
Sample96	HC
Sample960	HC
Sample961	HC
Sample962	HC
Sample963	HC
Sample964	HC
Sample965	HC
Sample966	HC
Sample967	HC
Sample968	HC
Sample969	HC
Sample97	HC
Sample970	HC
Sample971	HC
Sample972	HC
Sample973	HC
Sample974	HC
Sample975	HC
Sample976	HC
Sample977	HC
Sample978	HC
Sample979	HC
Sample980	HC
Sample987	HC
Sample99	HC
Sample998	HC
