name	group
Sample1259	PCOS
Sample126	PCOS
Sample1260	HC
Sample1261	HC
Sample1262	HC
Sample1263	PCOS
Sample1264	HC
Sample1265	HC
Sample1266	HC
Sample1267	HC
Sample1268	HC
Sample1269	PCOS
Sample127	HC
Sample1270	HC
Sample1271	HC
Sample1272	HC
Sample1273	HC
Sample1274	HC
Sample1275	HC
Sample1276	HC
Sample1277	HC
Sample1278	HC
Sample1279	HC
Sample128	HC
Sample1280	HC
Sample1281	HC
Sample1282	PCOS
Sample1283	HC
Sample1284	HC
Sample1285	PCOS
Sample1286	PCOS
Sample1287	PCOS
Sample1288	HC
Sample1289	PCOS
Sample129	HC
Sample1290	HC
Sample1291	PCOS
Sample1292	HC
Sample1293	PCOS
Sample1294	HC
Sample1295	PCOS
Sample1296	HC
Sample1297	HC
Sample1298	HC
Sample1299	PCOS
Sample13	HC
Sample130	HC
Sample1300	PCOS
Sample1301	HC
Sample1302	HC
Sample1303	HC
Sample1304	HC
Sample1305	HC
Sample1306	HC
Sample1307	PCOS
Sample1308	HC
Sample1309	HC
Sample131	PCOS
Sample1310	HC
Sample1311	PCOS
Sample1312	HC
Sample1313	PCOS
Sample1314	HC
Sample1315	HC
Sample1316	HC
Sample1317	HC
Sample1318	PCOS
Sample1319	HC
Sample132	HC
Sample1320	HC
Sample1321	PCOS
Sample1322	PCOS
Sample1323	HC
Sample1324	PCOS
Sample1325	HC
Sample1326	PCOS
Sample1327	HC
Sample1328	HC
Sample1329	PCOS
Sample133	HC
Sample1330	PCOS
Sample1331	HC
Sample1332	HC
Sample1333	PCOS
Sample1334	HC
Sample1335	HC
Sample1336	HC
Sample1337	HC
Sample1338	PCOS
Sample1339	HC
Sample134	PCOS
Sample1340	HC
Sample1341	HC
Sample1342	PCOS
Sample1343	PCOS
Sample1344	HC
Sample1345	HC
Sample1346	HC
Sample1347	PCOS
Sample1348	HC
Sample1349	HC
Sample135	PCOS
Sample1350	HC
Sample1351	HC
Sample1352	HC
Sample1353	PCOS
Sample1354	PCOS
Sample1355	HC
Sample1356	PCOS
Sample1357	HC
Sample1358	HC
Sample1359	PCOS
Sample136	HC
Sample1360	HC
Sample1361	PCOS
Sample1362	PCOS
Sample1363	HC
Sample1364	HC
Sample1365	HC
Sample1366	PCOS
Sample1367	HC
Sample1368	HC
Sample1369	PCOS
Sample137	PCOS
Sample1370	PCOS
Sample1371	PCOS
Sample1372	PCOS
Sample1373	PCOS
Sample1374	HC
Sample1375	HC
Sample1376	HC
Sample1377	PCOS
Sample1378	PCOS
Sample1379	PCOS
Sample138	HC
Sample1380	HC
Sample1381	PCOS
Sample1382	HC
Sample1383	PCOS
Sample1384	PCOS
Sample1385	HC
Sample1386	PCOS
Sample1387	PCOS
Sample1388	HC
Sample1389	PCOS
Sample139	PCOS
Sample1390	HC
Sample1391	HC
Sample1392	PCOS
Sample1393	PCOS
Sample1394	PCOS
Sample1395	HC
Sample1396	HC
Sample1397	HC
Sample1398	PCOS
Sample1399	PCOS
Sample14	HC
Sample140	PCOS
Sample1400	HC
Sample1401	PCOS
Sample1402	HC
Sample1403	PCOS
Sample1404	HC
Sample1405	PCOS
Sample1406	PCOS
Sample1407	HC
Sample1408	PCOS
Sample1409	PCOS
Sample141	PCOS
Sample1410	HC
Sample1411	PCOS
Sample1412	PCOS
Sample1413	PCOS
Sample1414	PCOS
Sample1415	HC
Sample1416	PCOS
Sample1417	HC
Sample1418	PCOS
Sample1419	PCOS
Sample142	HC
Sample1420	HC
Sample1421	PCOS
Sample1422	PCOS
Sample1423	PCOS
Sample1424	HC
Sample1425	PCOS
Sample1426	PCOS
Sample1427	PCOS
Sample1428	HC
Sample1429	HC
Sample143	HC
Sample1430	HC
Sample1431	HC
Sample1432	HC
Sample1433	PCOS
Sample1434	PCOS
Sample1435	HC
Sample1436	PCOS
Sample1437	PCOS
Sample1438	HC
Sample1439	HC
Sample144	HC
Sample1440	HC
Sample1441	HC
Sample1442	HC
Sample1443	HC
Sample1444	HC
Sample1445	PCOS
Sample1446	HC
Sample1447	PCOS
Sample1448	HC
Sample1449	HC
Sample145	HC
Sample1450	HC
Sample1451	PCOS
Sample1452	PCOS
Sample1453	HC
Sample1454	PCOS
Sample1455	PCOS
Sample1456	PCOS
Sample1457	PCOS
Sample1458	PCOS
Sample1459	PCOS
Sample146	HC
Sample1460	PCOS
Sample1461	PCOS
Sample1462	PCOS
Sample1463	PCOS
Sample1464	HC
Sample1465	PCOS
Sample1466	PCOS
Sample1467	PCOS
Sample1468	PCOS
Sample1469	PCOS
Sample147	PCOS
Sample1470	PCOS
Sample1471	PCOS
Sample1472	PCOS
Sample1473	HC
Sample1474	HC
Sample1475	HC
Sample1476	HC
Sample1477	HC
Sample1478	HC
Sample1479	HC
Sample148	PCOS
Sample1480	HC
Sample1481	HC
Sample1482	HC
Sample1483	HC
Sample1484	HC
Sample1485	HC
Sample1486	HC
Sample1487	HC
Sample1488	HC
Sample1489	PCOS
Sample149	HC
Sample1490	PCOS
Sample1491	PCOS
Sample1492	HC
Sample1493	PCOS
Sample1494	PCOS
Sample1495	PCOS
Sample1496	HC
Sample1497	PCOS
Sample1498	PCOS
Sample1499	PCOS
Sample15	HC
Sample150	PCOS
Sample1500	PCOS
Sample1501	HC
Sample1502	HC
Sample1503	HC
Sample1504	HC
Sample1505	HC
Sample1506	HC
Sample1507	HC
Sample1508	HC
Sample1509	HC
Sample151	HC
Sample1510	HC
Sample1511	HC
Sample1512	HC
Sample1513	HC
Sample1514	HC
Sample1515	HC
Sample1516	HC
Sample1517	HC
Sample1518	HC
Sample1519	PCOS
Sample152	PCOS
Sample1520	PCOS
Sample1521	PCOS
Sample1522	HC
Sample1523	PCOS
Sample1524	PCOS
Sample1525	PCOS
Sample1526	PCOS
Sample1527	PCOS
Sample1528	PCOS
Sample1529	PCOS
Sample153	HC
Sample1530	PCOS
Sample1531	PCOS
Sample1532	PCOS
Sample1533	HC
Sample1534	PCOS
Sample1535	PCOS
Sample1536	PCOS
Sample1537	PCOS
Sample1538	PCOS
Sample1539	HC
Sample154	HC
Sample1540	HC
Sample1541	HC
Sample1542	PCOS
Sample1543	PCOS
Sample1544	PCOS
Sample1545	PCOS
Sample1546	PCOS
Sample1547	PCOS
Sample1548	PCOS
Sample1549	PCOS
Sample155	PCOS
Sample1550	PCOS
Sample1551	PCOS
Sample1552	PCOS
Sample1553	PCOS
Sample1554	PCOS
Sample1555	PCOS
Sample1556	PCOS
Sample1557	PCOS
Sample1558	PCOS
Sample1559	PCOS
Sample156	PCOS
Sample1560	PCOS
Sample1561	PCOS
Sample1562	PCOS
Sample1563	PCOS
Sample1564	PCOS
Sample1565	PCOS
Sample1566	PCOS
Sample1567	PCOS
Sample1568	PCOS
Sample1569	HC
Sample157	HC
Sample1570	HC
Sample1571	HC
Sample1572	HC
Sample1573	HC
Sample1574	HC
Sample1575	HC
Sample1576	PCOS
Sample1577	HC
Sample1578	HC
Sample1579	HC
Sample158	HC
Sample1580	HC
Sample1581	HC
Sample1582	HC
Sample1583	HC
Sample1584	HC
Sample1585	PCOS
Sample1586	PCOS
Sample1587	PCOS
Sample1588	PCOS
Sample1589	PCOS
Sample159	HC
Sample1590	HC
Sample1591	HC
Sample1592	HC
Sample1593	HC
Sample1594	HC
Sample1595	HC
Sample1596	PCOS
Sample1597	PCOS
Sample1598	PCOS
Sample1599	PCOS
Sample16	PCOS
Sample160	PCOS
Sample1600	HC
Sample1601	PCOS
Sample1602	PCOS
Sample1603	PCOS
Sample1604	PCOS
Sample1605	PCOS
Sample1606	PCOS
Sample1607	PCOS
Sample1608	PCOS
Sample1609	PCOS
Sample161	HC
Sample1610	PCOS
Sample1611	HC
Sample1612	PCOS
Sample1613	PCOS
Sample1614	PCOS
Sample1615	HC
Sample1616	HC
Sample1617	HC
Sample1618	HC
Sample1619	HC
Sample162	HC
Sample1620	HC
Sample1621	HC
Sample1622	HC
Sample1623	HC
Sample163	PCOS
Sample164	HC
Sample165	HC
Sample166	HC
Sample167	PCOS
Sample168	HC
Sample169	HC
Sample17	HC
Sample170	HC
Sample171	PCOS
Sample172	PCOS
Sample173	HC
Sample174	HC
Sample175	HC
Sample176	HC
Sample177	HC
Sample178	PCOS
Sample179	HC
Sample18	PCOS
Sample180	HC
Sample181	PCOS
Sample182	HC
Sample183	PCOS
Sample184	HC
Sample185	PCOS
Sample186	PCOS
Sample187	HC
Sample188	HC
Sample189	PCOS
Sample19	HC
Sample190	PCOS
Sample191	HC
Sample192	HC
Sample193	HC
Sample194	HC
Sample195	HC
Sample196	HC
Sample197	PCOS
Sample198	HC
Sample199	HC
Sample2	PCOS
Sample20	HC
Sample200	HC
Sample201	PCOS
Sample202	HC
Sample203	HC
Sample204	HC
Sample205	HC
Sample206	HC
Sample207	PCOS
Sample208	HC
Sample209	HC
Sample21	HC
Sample210	HC
Sample211	HC
Sample212	HC
Sample213	HC
Sample214	HC
Sample215	HC
Sample216	HC
Sample217	HC
Sample218	HC
Sample219	HC
Sample22	HC
Sample220	PCOS
Sample221	HC
Sample222	HC
Sample223	PCOS
Sample224	PCOS
Sample225	PCOS
Sample226	HC
Sample227	PCOS
Sample228	HC
Sample229	PCOS
Sample23	PCOS
Sample230	HC
Sample231	PCOS
Sample232	HC
Sample233	PCOS
Sample234	HC
Sample235	HC
Sample236	HC
Sample237	PCOS
Sample238	PCOS
Sample239	HC
Sample24	HC
Sample240	HC
Sample241	HC
Sample242	HC
Sample243	HC
Sample244	HC
Sample245	PCOS
Sample246	HC
Sample247	HC
Sample248	HC
Sample249	PCOS
Sample25	PCOS
Sample250	HC
Sample251	PCOS
Sample252	HC
Sample253	HC
Sample254	HC
Sample255	HC
Sample256	PCOS
Sample257	HC
Sample258	HC
Sample259	PCOS
Sample26	HC
Sample260	PCOS
Sample261	HC
Sample262	PCOS
Sample263	HC
Sample264	PCOS
Sample265	HC
Sample266	HC
Sample267	PCOS
Sample268	PCOS
Sample269	HC
Sample27	PCOS
Sample270	HC
Sample271	PCOS
Sample272	HC
Sample273	HC
Sample274	HC
Sample275	HC
Sample276	PCOS
Sample277	HC
Sample278	HC
Sample279	HC
Sample28	PCOS
Sample280	PCOS
Sample281	PCOS
Sample282	HC
Sample283	HC
Sample284	HC
Sample285	PCOS
Sample286	HC
Sample287	HC
Sample288	HC
Sample289	HC
Sample29	PCOS
Sample290	HC
Sample291	PCOS
Sample292	PCOS
Sample293	HC
Sample294	PCOS
Sample295	HC
Sample296	HC
Sample297	PCOS
Sample298	HC
Sample299	PCOS
Sample3	HC
Sample30	HC
Sample300	PCOS
Sample301	HC
Sample302	HC
Sample303	HC
Sample304	HC
Sample305	HC
Sample306	HC
Sample307	HC
Sample308	PCOS
Sample309	HC
Sample31	PCOS
Sample310	HC
Sample311	HC
Sample312	HC
Sample313	PCOS
Sample314	PCOS
Sample315	PCOS
Sample316	PCOS
Sample317	PCOS
Sample318	PCOS
Sample319	PCOS
Sample32	HC
Sample320	PCOS
Sample321	HC
Sample322	PCOS
Sample323	PCOS
Sample324	HC
Sample325	HC
Sample326	HC
Sample327	HC
Sample328	HC
Sample329	HC
Sample33	HC
Sample330	HC
Sample331	HC
Sample332	HC
Sample333	HC
Sample334	HC
Sample335	HC
Sample336	HC
Sample337	HC
Sample338	HC
Sample339	PCOS
Sample34	HC
Sample340	PCOS
Sample341	PCOS
Sample342	HC
Sample343	PCOS
Sample344	PCOS
Sample345	PCOS
Sample346	PCOS
Sample347	PCOS
Sample348	PCOS
Sample349	PCOS
Sample35	HC
Sample350	PCOS
Sample351	PCOS
Sample352	PCOS
Sample353	PCOS
Sample354	HC
Sample355	PCOS
Sample356	PCOS
Sample357	PCOS
Sample358	PCOS
Sample359	PCOS
Sample36	PCOS
Sample360	PCOS
Sample361	PCOS
Sample362	PCOS
Sample363	PCOS
Sample364	PCOS
Sample365	PCOS
Sample366	PCOS
Sample367	PCOS
Sample368	PCOS
Sample369	PCOS
Sample37	HC
Sample370	PCOS
Sample371	PCOS
Sample372	PCOS
Sample373	PCOS
Sample374	PCOS
Sample375	PCOS
Sample376	PCOS
Sample377	PCOS
Sample378	PCOS
Sample379	PCOS
Sample38	HC
Sample380	PCOS
Sample381	PCOS
Sample382	PCOS
Sample383	PCOS
Sample384	PCOS
Sample385	PCOS
Sample386	PCOS
Sample387	PCOS
Sample388	PCOS
Sample389	PCOS
Sample39	HC
Sample390	PCOS
Sample391	PCOS
Sample392	PCOS
Sample393	PCOS
Sample394	PCOS
Sample395	PCOS
Sample396	PCOS
Sample397	PCOS
Sample398	PCOS
Sample399	PCOS
Sample4	HC
Sample40	PCOS
Sample400	PCOS
Sample401	PCOS
Sample402	PCOS
Sample403	PCOS
Sample404	PCOS
Sample405	PCOS
Sample406	PCOS
Sample407	PCOS
Sample408	PCOS
Sample409	PCOS
Sample41	PCOS
Sample410	PCOS
Sample411	PCOS
Sample412	PCOS
Sample413	PCOS
Sample414	PCOS
Sample415	PCOS
Sample416	PCOS
Sample417	PCOS
Sample418	PCOS
Sample419	HC
Sample42	PCOS
Sample420	HC
Sample421	HC
Sample422	HC
Sample423	HC
Sample424	HC
Sample425	HC
Sample426	HC
Sample427	HC
Sample428	HC
Sample429	HC
Sample43	PCOS
Sample430	HC
Sample431	HC
Sample432	HC
Sample433	HC
Sample434	HC
Sample435	HC
Sample436	HC
Sample437	HC
Sample438	HC
Sample439	HC
Sample44	HC
Sample440	HC
Sample441	HC
Sample442	HC
Sample443	HC
Sample444	HC
Sample445	HC
Sample446	PCOS
Sample447	HC
Sample448	HC
Sample449	HC
Sample45	PCOS
Sample450	HC
Sample451	HC
Sample452	HC
Sample453	HC
Sample454	HC
Sample455	HC
Sample456	HC
Sample457	HC
Sample458	PCOS
Sample459	HC
Sample46	HC
Sample460	PCOS
Sample461	HC
Sample462	PCOS
Sample463	PCOS
Sample464	PCOS
Sample465	HC
Sample466	HC
Sample467	HC
Sample468	HC
Sample469	PCOS
Sample47	PCOS
Sample470	PCOS
Sample471	HC
Sample472	HC
Sample473	HC
Sample474	HC
Sample475	PCOS
Sample476	PCOS
Sample477	PCOS
Sample478	HC
Sample479	HC
Sample48	HC
Sample480	PCOS
Sample481	HC
Sample482	HC
Sample483	HC
Sample484	HC
Sample485	PCOS
Sample486	HC
Sample487	HC
Sample488	HC
Sample489	HC
Sample49	HC
Sample490	HC
Sample491	HC
Sample492	PCOS
Sample493	PCOS
Sample494	PCOS
Sample495	PCOS
Sample496	PCOS
Sample497	PCOS
Sample498	PCOS
Sample499	PCOS
Sample5	PCOS
Sample50	HC
Sample500	PCOS
Sample501	PCOS
Sample502	PCOS
Sample503	PCOS
Sample504	PCOS
Sample505	PCOS
Sample506	PCOS
Sample507	PCOS
Sample508	PCOS
Sample509	PCOS
Sample51	PCOS
Sample510	PCOS
Sample511	PCOS
Sample512	PCOS
Sample513	PCOS
Sample514	PCOS
Sample515	PCOS
Sample516	PCOS
Sample517	PCOS
Sample518	PCOS
Sample519	PCOS
Sample52	HC
Sample520	PCOS
Sample521	PCOS
Sample522	PCOS
Sample523	PCOS
Sample524	PCOS
Sample525	HC
Sample526	HC
Sample527	HC
Sample528	HC
Sample529	HC
Sample53	HC
Sample530	HC
Sample531	HC
Sample532	HC
Sample533	HC
Sample534	HC
Sample535	PCOS
Sample536	HC
Sample537	HC
Sample538	HC
Sample539	HC
Sample54	HC
Sample540	HC
Sample541	HC
Sample542	HC
Sample543	HC
Sample544	HC
Sample545	HC
Sample546	PCOS
Sample547	PCOS
Sample548	PCOS
Sample549	PCOS
Sample55	PCOS
Sample550	PCOS
Sample551	PCOS
Sample552	PCOS
Sample553	PCOS
Sample554	PCOS
Sample555	PCOS
Sample556	PCOS
Sample557	PCOS
Sample558	PCOS
Sample559	PCOS
Sample56	HC
Sample560	PCOS
Sample561	PCOS
Sample562	HC
Sample563	PCOS
Sample564	PCOS
Sample565	PCOS
Sample566	PCOS
Sample567	PCOS
Sample568	HC
Sample569	PCOS
Sample57	HC
Sample570	HC
Sample571	PCOS
Sample572	PCOS
Sample573	HC
Sample574	PCOS
Sample575	HC
Sample576	PCOS
Sample577	HC
Sample578	PCOS
Sample579	PCOS
Sample58	HC
Sample580	PCOS
Sample581	PCOS
Sample582	PCOS
Sample583	HC
Sample584	PCOS
Sample585	HC
Sample586	PCOS
Sample587	PCOS
Sample588	HC
Sample589	HC
Sample59	HC
Sample590	PCOS
Sample591	PCOS
Sample592	PCOS
Sample593	PCOS
Sample594	HC
Sample595	PCOS
Sample596	HC
Sample597	PCOS
Sample598	PCOS
Sample599	PCOS
Sample6	PCOS
Sample60	PCOS
Sample600	PCOS
Sample601	PCOS
Sample602	PCOS
Sample603	PCOS
Sample604	PCOS
Sample605	HC
Sample606	PCOS
Sample607	HC
Sample608	HC
Sample609	PCOS
Sample61	HC
Sample610	HC
Sample611	PCOS
Sample612	HC
Sample613	PCOS
Sample614	PCOS
Sample615	HC
Sample616	HC
Sample617	HC
Sample618	HC
Sample619	HC
Sample62	HC
Sample620	HC
Sample621	HC
Sample622	HC
Sample623	HC
Sample624	HC
Sample625	HC
Sample626	HC
Sample627	HC
Sample628	HC
Sample629	HC
Sample63	HC
Sample630	HC
Sample631	HC
Sample632	HC
Sample633	PCOS
Sample634	HC
Sample635	HC
Sample636	HC
Sample637	HC
Sample638	HC
Sample639	HC
Sample64	PCOS
Sample640	PCOS
Sample641	PCOS
Sample642	HC
Sample643	HC
Sample644	HC
Sample645	HC
Sample646	PCOS
Sample647	HC
Sample648	PCOS
Sample649	HC
Sample65	HC
Sample650	HC
Sample651	HC
Sample652	PCOS
Sample653	HC
Sample654	HC
Sample655	HC
Sample656	HC
Sample657	HC
Sample658	HC
Sample659	PCOS
Sample66	PCOS
Sample660	HC
Sample661	HC
Sample662	HC
Sample663	HC
Sample664	HC
Sample665	HC
Sample666	HC
Sample667	HC
Sample668	HC
Sample669	HC
Sample67	HC
Sample670	HC
Sample671	HC
Sample672	HC
Sample673	HC
Sample674	HC
Sample675	HC
Sample676	HC
Sample677	HC
Sample678	HC
Sample679	HC
Sample68	HC
Sample680	HC
Sample681	PCOS
Sample682	HC
Sample683	HC
Sample684	HC
Sample685	HC
Sample686	HC
Sample687	HC
Sample688	HC
Sample689	HC
Sample69	HC
Sample690	HC
Sample691	PCOS
Sample692	HC
Sample693	HC
Sample694	HC
Sample695	HC
Sample696	HC
Sample697	HC
Sample698	HC
Sample699	HC
Sample7	HC
Sample70	HC
Sample700	PCOS
Sample701	HC
Sample702	PCOS
Sample703	HC
Sample704	HC
Sample705	HC
Sample706	PCOS
Sample707	PCOS
Sample708	HC
Sample709	HC
Sample71	HC
Sample710	HC
Sample711	PCOS
Sample712	HC
Sample713	HC
Sample714	HC
Sample715	HC
Sample716	HC
Sample717	HC
Sample718	HC
Sample719	HC
Sample72	HC
Sample720	HC
Sample721	HC
Sample722	HC
Sample723	HC
Sample724	PCOS
Sample725	PCOS
Sample726	HC
Sample727	HC
Sample728	HC
Sample729	HC
Sample73	PCOS
Sample730	PCOS
Sample731	HC
Sample732	HC
Sample733	HC
Sample734	HC
Sample735	HC
Sample736	HC
Sample737	HC
Sample738	HC
Sample739	HC
Sample74	HC
Sample740	PCOS
Sample741	HC
Sample742	PCOS
Sample743	PCOS
Sample744	PCOS
Sample745	HC
Sample746	HC
Sample747	PCOS
Sample748	PCOS
Sample749	HC
Sample75	HC
Sample750	HC
Sample751	PCOS
Sample752	HC
Sample753	HC
Sample754	PCOS
Sample755	PCOS
Sample756	PCOS
Sample757	PCOS
Sample758	PCOS
Sample759	PCOS
Sample76	PCOS
Sample760	PCOS
Sample761	PCOS
Sample762	HC
Sample763	PCOS
Sample764	PCOS
Sample765	PCOS
Sample766	PCOS
Sample767	PCOS
Sample768	PCOS
Sample769	PCOS
Sample77	HC
Sample770	PCOS
Sample771	PCOS
Sample772	PCOS
Sample773	HC
Sample774	PCOS
Sample775	PCOS
Sample776	PCOS
Sample777	PCOS
Sample778	PCOS
Sample779	PCOS
Sample78	HC
Sample780	PCOS
Sample781	PCOS
Sample782	PCOS
Sample783	PCOS
Sample784	HC
Sample785	PCOS
Sample786	PCOS
Sample787	PCOS
Sample788	PCOS
Sample789	PCOS
Sample79	PCOS
Sample790	PCOS
Sample791	PCOS
Sample792	PCOS
Sample793	PCOS
Sample794	PCOS
Sample795	HC
Sample796	PCOS
Sample797	PCOS
Sample798	PCOS
Sample799	PCOS
Sample8	HC
Sample80	HC
Sample800	PCOS
Sample801	PCOS
Sample802	PCOS
Sample803	PCOS
Sample804	PCOS
Sample805	HC
Sample806	HC
Sample807	HC
Sample808	HC
Sample809	HC
Sample81	HC
Sample810	HC
Sample811	HC
Sample812	HC
Sample813	HC
Sample814	HC
Sample815	HC
Sample816	HC
Sample817	HC
Sample818	HC
Sample819	HC
Sample82	HC
Sample820	HC
Sample821	HC
Sample822	HC
Sample823	HC
Sample824	HC
Sample825	HC
Sample826	HC
Sample827	HC
Sample828	HC
Sample829	HC
Sample83	PCOS
Sample830	HC
Sample831	HC
Sample832	HC
Sample833	HC
Sample834	HC
Sample835	HC
Sample836	HC
Sample837	HC
Sample838	HC
Sample839	HC
Sample84	PCOS
Sample840	HC
Sample841	PCOS
Sample842	PCOS
Sample843	PCOS
Sample844	PCOS
Sample845	PCOS
Sample846	HC
Sample847	HC
Sample848	HC
Sample849	HC
Sample85	HC
Sample850	HC
Sample851	HC
Sample852	HC
Sample853	HC
Sample854	PCOS
Sample855	HC
Sample856	HC
Sample857	HC
Sample858	HC
Sample859	HC
Sample86	PCOS
Sample860	HC
Sample861	HC
Sample862	HC
Sample863	HC
Sample864	HC
Sample865	PCOS
Sample866	HC
Sample867	HC
Sample868	HC
Sample869	HC
Sample87	HC
Sample870	HC
Sample871	HC
Sample872	PCOS
Sample873	PCOS
Sample874	PCOS
Sample875	PCOS
Sample876	PCOS
Sample877	PCOS
Sample878	PCOS
Sample879	PCOS
Sample88	PCOS
Sample880	PCOS
Sample881	PCOS
Sample882	PCOS
Sample883	PCOS
Sample884	PCOS
Sample885	PCOS
Sample886	PCOS
Sample887	PCOS
Sample888	PCOS
Sample889	PCOS
Sample89	HC
Sample890	PCOS
