"","observed_species","richness","chao1","ace","shannon","simpson","pielou","goods_covers","name","group"
"Sample928",35,35,36.5,36.2665665600313,2.42309011838574,0.816396617483892,0.681533868549189,0.997846374730797,"Sample928","PCOS-A"
"Sample929",18,18,18,18,1.19332385168855,0.448987837351046,0.412861718714391,1,"Sample929","PCOS-A"
"Sample930",37,37,39,40.5373540600813,2.22358694618906,0.797685484132796,0.615795484689034,0.996410624551328,"Sample930","PCOS-A"
"Sample931",57,57,59.1428571428571,59.9217772215269,2.96870634040655,0.903139428039593,0.734273731333757,0.995692749461594,"Sample931","PCOS-A"
"Sample933",56,56,69,67.1244302874239,2.58035649466575,0.822737417989342,0.641026348233066,0.990667623833453,"Sample933","PCOS-A"
"Sample934",53,53,57,57.0183164678614,2.4658200699717,0.789374005706927,0.621067700728733,0.994256999282125,"Sample934","PCOS-A"
"Sample935",58,58,63.625,65.3648561285006,2.56697773650572,0.787235325432413,0.632191544084812,0.992821249102656,"Sample935","PCOS-A"
"Sample936",53,53,57.6666666666667,57.6631944444444,2.48648593039395,0.775824564314754,0.626272824400297,0.994256999282125,"Sample936","PCOS-A"
"Sample937",71,71,74.6,76.9352040614813,3.45419643371568,0.949525599487541,0.81033446877395,0.993539124192391,"Sample937","PCOS-A"
"Sample938",47,47,54.2,54.6267965432724,2.43482299845403,0.79623736568186,0.632397313124462,0.993539124192391,"Sample938","PCOS-A"
"Sample939",72,72,81.75,80.9003793501567,3.34819240128617,0.936754328508505,0.782897777873878,0.990667623833453,"Sample939","PCOS-A"
"Sample940",54,54,58.2,58.0452509825988,3.03841843589264,0.921385720521384,0.76170232831832,0.994974874371859,"Sample940","PCOS-A"
"Sample941",57,57,64.5,62.8095640623113,2.65410676209551,0.822563231499514,0.656461317522952,0.992821249102656,"Sample941","PCOS-A"
"Sample942",58,58,60.1428571428571,61.2699932089383,2.94604472646962,0.867108591877447,0.725547611139397,0.995692749461594,"Sample942","PCOS-A"
"Sample944",58,58,61,60.9447267103628,2.89583334972077,0.866199523924617,0.713181626290346,0.995692749461594,"Sample944","PCOS-A"
"Sample945",37,37,38.5,38.4268018018018,2.6881642860018,0.876995994226079,0.744454554502264,0.997846374730797,"Sample945","PCOS-A"
"Sample946",37,37,47.5,42.8950787793075,2.18265406071199,0.752154784794653,0.604459617613867,0.994974874371859,"Sample946","PCOS-A"
"Sample947",66,66,68.1,69.9866890510738,3.06574175088924,0.875460267185584,0.731740904599318,0.994974874371859,"Sample947","PCOS-A"
"Sample948",50,50,53.1111111111111,56.7176375404531,2.76244949619229,0.885947530700369,0.706143469084727,0.994256999282125,"Sample948","PCOS-A"
"Sample949",39,39,41.5,42.7150925718207,2.48341833290483,0.86833923488842,0.677869945365441,0.995692749461594,"Sample949","PCOS-A"
"Sample950",75,75,84.5454545454545,89.2216469428008,3.4427282456747,0.949107139636239,0.797391482070549,0.989231873653984,"Sample950","PCOS-A"
"Sample951",54,54,65.25,60.8079274720641,3.00124792096346,0.909196788990589,0.752384037120541,0.992821249102656,"Sample951","PCOS-A"
"Sample952",31,31,32.5,32.9110982825805,2.76626504953575,0.919877822091691,0.805554850618755,0.997846374730797,"Sample952","PCOS-A"
"Sample953",50,50,57.2,56.7529054752066,2.65823938333129,0.847653300859749,0.67950504883096,0.993539124192391,"Sample953","PCOS-A"
"Sample955",36,36,46.5,41.1408811383023,2.35629612994448,0.81200794249166,0.657536954711798,0.994974874371859,"Sample955","PCOS-A"
"Sample956",54,54,60,59.6449100132438,2.5542265219543,0.830355242523766,0.640320064492177,0.993539124192391,"Sample956","PCOS-A"
"Sample981",32,32,32,32.244177310293,2.21152690309985,0.726562769750712,0.638111779178937,0.999282124910266,"Sample981","PCOS-A"
"Sample982",45,45,52.5,55.7667584940312,2.41474104193237,0.790530439089097,0.634345978510447,0.992821249102656,"Sample982","PCOS-A"
"Sample983",38,38,41.1111111111111,44.6745825602968,1.41186284198096,0.493340458831951,0.388131793993618,0.994256999282125,"Sample983","PCOS-A"
"Sample984",49,49,56,52.455662413988,2.44284290860978,0.783863940768348,0.627686460702134,0.994974874371859,"Sample984","PCOS-A"
"Sample985",44,44,44.375,45.5403221587044,2.47565035096158,0.828168119852673,0.654208850627344,0.997846374730797,"Sample985","PCOS-A"
"Sample986",55,55,60.25,58.287317620651,3.03485679367496,0.906161409034713,0.757325795833197,0.994974874371859,"Sample986","PCOS-A"
"Sample988",42,42,45.3333333333333,44.8706197161817,2.41821221575213,0.809337426544063,0.646983939918895,0.996410624551328,"Sample988","PCOS-A"
"Sample989",40,40,44,50.2381150711013,2.4832978902511,0.856109075786068,0.67318488477081,0.994256999282125,"Sample989","PCOS-A"
"Sample990",37,37,39.5,40.6791345030186,1.78697993398401,0.615628650894716,0.49488245848143,0.995692749461594,"Sample990","PCOS-A"
"Sample991",44,44,45.2,46.1006379689507,2.7602201304032,0.890160988513483,0.729408512105982,0.997128499641062,"Sample991","PCOS-A"
"Sample992",48,48,50.625,52.2231666073336,2.52245128745809,0.810360901007963,0.651593983456446,0.994974874371859,"Sample992","PCOS-A"
"Sample993",51,51,53.5,54.1922,2.62762891353915,0.846395859927264,0.66829741676985,0.995692749461594,"Sample993","PCOS-A"
"Sample994",58,58,61.2727272727273,63.2914616673875,2.32983785638811,0.757298955035664,0.573789079254822,0.993539124192391,"Sample994","PCOS-A"
"Sample995",53,53,60.5,56.1692789968652,2.96596416216641,0.897667498604704,0.747039317699144,0.995692749461594,"Sample995","PCOS-A"
"Sample996",53,53,55.8,59.4291982842467,2.54480390858005,0.804209747331674,0.640961411399917,0.994256999282125,"Sample996","PCOS-A"
"Sample997",46,46,48.5,48.2864583333333,3.17836786310288,0.942225227254105,0.830155539251463,0.996410624551328,"Sample997","PCOS-A"
"Sample999",53,53,56,57.5009077461,2.88204520504183,0.893991029911118,0.725902595525612,0.994974874371859,"Sample999","PCOS-A"
"Sample1000",40,40,42.625,44.3934514224369,2.28624372583022,0.796149757092302,0.619766450562796,0.994974874371859,"Sample1000","PCOS-A"
"Sample1001",38,38,41.75,41.6805714285714,1.67177329846241,0.553889331798981,0.45958314801488,0.995692749461594,"Sample1001","PCOS-A"
"Sample1002",41,41,47,48.898313253012,2.20012768559337,0.757654542840343,0.592455901238487,0.993539124192391,"Sample1002","PCOS-A"
"Sample1003",42,42,45.3333333333333,44.9560121345836,2.93177845464268,0.919313004361362,0.784386731320888,0.996410624551328,"Sample1003","PCOS-A"
"Sample1004",50,50,61.25,56.6159633027523,2.67138260735767,0.870307851430262,0.682864748916605,0.992821249102656,"Sample1004","PCOS-A"
"Sample1005",55,55,62.5,61.7380831643002,2.75046554681308,0.868787584729101,0.686358088952746,0.992821249102656,"Sample1005","PCOS-A"
"Sample1006",68,68,77.4285714285714,76.2113840508923,3.38274206448431,0.950240897854053,0.801691168932971,0.991385498923187,"Sample1006","PCOS-A"
"Sample1007",64,64,79,77.1952662721893,3.04894235919408,0.909924455628568,0.733115670260932,0.989231873653984,"Sample1007","PCOS-A"
"Sample1008",54,54,63.3333333333333,58.7668965517241,3.13439247198873,0.925139490911639,0.785762097667047,0.994256999282125,"Sample1008","PCOS-A"
"Sample1010",45,45,53.25,62.3117535439223,2.50836468198121,0.841196032464651,0.658940656998607,0.991385498923187,"Sample1010","PCOS-A"
"Sample1011",57,57,66,62.2736402465398,2.54319157494112,0.779860743570174,0.629027782846606,0.993539124192391,"Sample1011","PCOS-A"
"Sample1012",55,55,58.75,57.9418324888901,3.13082673019936,0.921326971231916,0.781274375122302,0.995692749461594,"Sample1012","PCOS-A"
"Sample1013",35,35,42,40.4181728395062,2.24992630557036,0.812385174771406,0.632828703873179,0.994974874371859,"Sample1013","PCOS-A"
"Sample1014",52,52,53.25,54.6565410732528,3.18039278365301,0.937301624520923,0.804909291901345,0.996410624551328,"Sample1014","PCOS-A"
"Sample1015",56,56,57.5,59.4948021280061,3.05718560335722,0.913038167970403,0.759482857210641,0.995692749461594,"Sample1015","PCOS-A"
"Sample1016",52,52,53.5,55.1374356194091,2.63947809397557,0.850411425396906,0.668011968374148,0.995692749461594,"Sample1016","PCOS-A"
"Sample1017",53,53,55.3333333333333,58.061938542227,3.05674152148714,0.92976831650819,0.769903470083225,0.994974874371859,"Sample1017","PCOS-A"
"Sample1018",53,53,55.5454545454545,58.6051829136613,2.31926981785121,0.769252889408585,0.58415599365242,0.994256999282125,"Sample1018","PCOS-A"
"Sample1019",39,39,54,47.752805231151,2.13747102429984,0.775152554898377,0.583440714463741,0.992821249102656,"Sample1019","PCOS-A"
"Sample1029",52,52,67,58.4539922987131,2.60907199912431,0.808929273585649,0.660316645833483,0.992821249102656,"Sample1029","PCOS-A"
"Sample1030",29,29,30.6666666666667,31.7387152777778,1.70549157979684,0.714825280128465,0.506487004975648,0.996410624551328,"Sample1030","PCOS-A"
"Sample1031",59,59,62.5,63.1751351036402,2.59147545773955,0.803153290810529,0.635549150287452,0.994256999282125,"Sample1031","PCOS-A"
"Sample1032",49,49,58,55.1189876532019,2.42516830118835,0.779978242149111,0.623144984974178,0.993539124192391,"Sample1032","PCOS-A"
"Sample1033",51,51,56.1428571428571,56.8774156602579,2.52168289750343,0.805061096684324,0.641351660286159,0.993539124192391,"Sample1033","PCOS-A"
"Sample1034",44,44,51.2,52.152734375,1.85474530338623,0.609960890494932,0.490130115774819,0.993539124192391,"Sample1034","PCOS-A"
"Sample1035",48,48,52,52.681045563729,1.94135341022517,0.630631364184269,0.501486077513157,0.994256999282125,"Sample1035","PCOS-A"
"Sample1036",19,19,22,23.6747428571429,1.4341769389248,0.600922776120372,0.487079864474151,0.997128499641062,"Sample1036","PCOS-A"
"Sample1037",46,46,49.5,50.0263467632413,1.83508104469844,0.622054998611146,0.479303453799886,0.994974874371859,"Sample1037","PCOS-A"
"Sample1038",31,31,36,34.1456993396793,1.74334131426867,0.598012109568456,0.507672629645122,0.996410624551328,"Sample1038","PCOS-A"
"Sample1040",53,53,60.5,60.9732771185763,2.30467640976942,0.773716804718908,0.580480342491362,0.992821249102656,"Sample1040","PCOS-A"
"Sample1041",50,50,72.75,62.6962192816635,2.26973263507157,0.757698862479766,0.580194091886011,0.989949748743719,"Sample1041","PCOS-A"
"Sample1042",46,46,50,52.233874323762,2.22744123411228,0.783236250991394,0.581783719978285,0.993539124192391,"Sample1042","PCOS-A"
"Sample1043",43,43,45,46.4899950592885,2.36598668281471,0.75809670854529,0.629050997032213,0.996410624551328,"Sample1043","PCOS-A"
"Sample1044",64,64,79.1666666666667,74.6068574584775,2.91187076685715,0.888500548069029,0.700156919175725,0.989949748743719,"Sample1044","PCOS-A"
"Sample1045",42,42,45.75,45.4437471985657,2.29270940575279,0.744916253918552,0.613406116618136,0.995692749461594,"Sample1045","PCOS-A"
"Sample1046",39,39,40.4285714285714,41.8653846153846,1.99006178978668,0.692228448158132,0.54320412265727,0.996410624551328,"Sample1046","PCOS-A"
"Sample1047",54,54,55.4285714285714,56.0252620725211,2.72775089032054,0.881352717850353,0.683820957536786,0.996410624551328,"Sample1047","PCOS-A"
"Sample1048",37,37,42.6,42.9657964961132,1.7820687930453,0.617016989366894,0.49352237745563,0.994256999282125,"Sample1048","PCOS-A"
"Sample1049",39,39,39.8571428571429,40.8854384080502,2.11347668531091,0.737052094644075,0.576891257594555,0.997128499641062,"Sample1049","PCOS-A"
"Sample1366",126,126,180.473684210526,183.013992471056,3.63058262669625,0.944818441505033,0.750697063683942,0.966977745872218,"Sample1366","PCOS-A"
"Sample1369",83,83,124.333333333333,120.003946666667,2.49550131926463,0.762911058213846,0.564741193620239,0.9770279971285,"Sample1369","PCOS-A"
"Sample1370",131,131,189.333333333333,193.048185975709,3.64386888427468,0.951677678722811,0.747430030561726,0.964106245513281,"Sample1370","PCOS-A"
"Sample1371",74,74,108.5,102.338104036208,2.85852582323318,0.857088230610544,0.66414558361271,0.982770997846375,"Sample1371","PCOS-A"
"Sample1372",85,85,140.5,139.24737616656,2.73358388006618,0.883828433522345,0.615304628305599,0.973438621679828,"Sample1372","PCOS-A"
"Sample1373",96,96,131,138.613768244903,2.7090103317318,0.841528945104973,0.593515266165664,0.974156496769562,"Sample1373","PCOS-A"
"Sample1377",76,76,115.666666666667,132.025221704876,1.53550301107527,0.474188190465196,0.354559583891108,0.974874371859296,"Sample1377","PCOS-A"
"Sample1378",107,107,173.230769230769,158.672070781125,3.24240673293674,0.924137660922807,0.693885191989942,0.969849246231156,"Sample1378","PCOS-A"
"Sample1379",89,89,133,124.12630859375,2.93118848908639,0.890620675936343,0.653024270099497,0.976310122038765,"Sample1379","PCOS-A"
"Sample1381",75,75,119,126.571751040982,2.11866217006426,0.742696149190213,0.490716387480435,0.976310122038765,"Sample1381","PCOS-A"
"Sample1383",57,57,78.0833333333333,83.0897069872277,1.64191473882979,0.638119321868289,0.406107820569191,0.983488872936109,"Sample1383","PCOS-A"
"Sample1384",83,83,124.333333333333,121.271562182925,2.50803894747492,0.815014463147447,0.567578505332312,0.9770279971285,"Sample1384","PCOS-A"
"Sample1386",89,89,139.647058823529,149.876340752681,2.0868026527295,0.73493299746605,0.464907932128624,0.969849246231156,"Sample1386","PCOS-A"
"Sample1387",99,99,159.2,165.309008833892,2.38552120774804,0.696876856851172,0.519142326108899,0.969131371141421,"Sample1387","PCOS-A"
"Sample1389",115,115,156.25,170.655381944444,3.00987179682607,0.885321902301993,0.634334004238817,0.967695620961953,"Sample1389","PCOS-A"
"Sample1392",82,82,121.545454545455,113.559001448411,1.81384814735976,0.53562242553141,0.411609645539779,0.978463747307968,"Sample1392","PCOS-A"
"Sample1393",79,79,102.882352941176,112.761945704442,2.23221458314693,0.750767477011764,0.510868800479357,0.979181622397703,"Sample1393","PCOS-A"
"Sample1394",77,77,94.5,95.3343233471074,2.78009038745487,0.867569309989595,0.640012642709141,0.984924623115578,"Sample1394","PCOS-A"
"Sample1398",97,97,148.230769230769,138.999454491689,2.58123583871365,0.75813484404898,0.564240200275581,0.973438621679828,"Sample1398","PCOS-A"
"Sample1399",97,97,145.75,156.231144394967,2.77038197415884,0.870315066255284,0.605586229857339,0.971284996410625,"Sample1399","PCOS-A"
"Sample1401",78,78,124.5,119.008429372461,2.30605240341638,0.773159201813601,0.529310655164581,0.977745872218234,"Sample1401","PCOS-A"
"Sample1403",102,102,146.4,142.650017874875,3.07788372588578,0.90279826988496,0.665492285067103,0.973438621679828,"Sample1403","PCOS-A"
"Sample1405",109,109,164.5,141.337034023669,3.18401129517154,0.912296071682379,0.678698611806768,0.973438621679828,"Sample1405","PCOS-A"
"Sample1406",83,83,132.6,132.606693916066,3.00708165810029,0.894743433092032,0.680513719547746,0.9770279971285,"Sample1406","PCOS-A"
"Sample1408",78,78,122,125.959156549258,2.41496059916373,0.82136144778863,0.55430846889961,0.976310122038765,"Sample1408","PCOS-A"
"Sample1409",67,67,108.333333333333,117.11653413145,1.39932979764152,0.458294961630014,0.33280192497025,0.9770279971285,"Sample1409","PCOS-A"
"Sample1411",96,96,142.866666666667,137.376543209877,2.80985239429368,0.860130825391443,0.615608686371946,0.972720746590093,"Sample1411","PCOS-A"
"Sample1412",83,83,129.5,118.436511481282,2.35934898416493,0.76543212421455,0.533929415784333,0.977745872218234,"Sample1412","PCOS-A"
"Sample1413",95,95,132,143.43558696773,2.54141768299243,0.794846965831104,0.558077818853642,0.972720746590093,"Sample1413","PCOS-A"
"Sample1414",113,113,162.789473684211,171.141829133171,2.88340391958372,0.814411509913427,0.609935979479068,0.968413496051687,"Sample1414","PCOS-A"
"Sample1416",98,98,135.1875,132.848889025503,2.76338792870739,0.851250406478088,0.60270611330675,0.974874371859296,"Sample1416","PCOS-A"
"Sample1418",125,125,227.083333333333,197.327712583564,3.80231536929257,0.962206169809152,0.787503790384802,0.964106245513281,"Sample1418","PCOS-A"
"Sample1419",134,134,204.714285714286,181.486294054824,4.03345124000479,0.97279547156354,0.823516367367756,0.967695620961953,"Sample1419","PCOS-A"
"Sample1421",137,137,207.714285714286,204.273700123324,3.66394362207085,0.948318662330213,0.744706875353209,0.960516870064609,"Sample1421","PCOS-A"
"Sample1422",106,106,132.714285714286,140.017365465232,3.04134398474517,0.891698776932555,0.652167622084974,0.975592246949031,"Sample1422","PCOS-A"
"Sample1423",75,75,137,116.875193435897,2.27017154729956,0.75147865262112,0.525808407018437,0.9770279971285,"Sample1423","PCOS-A"
"Sample1425",116,116,186.714285714286,174.562925181893,3.21706871749791,0.903492954465693,0.676766104809965,0.967695620961953,"Sample1425","PCOS-A"
"Sample1426",103,103,136.681818181818,151.692571887661,2.73405267202984,0.845981522833117,0.589905618855654,0.972002871500359,"Sample1426","PCOS-A"
"Sample1427",114,114,147.47619047619,152.684707574282,3.21479943846121,0.906276846235072,0.678772115123467,0.972720746590093,"Sample1427","PCOS-A"
"Sample1433",84,84,118.363636363636,108.724079180791,2.82142754159491,0.879445942665847,0.636773685233716,0.979899497487437,"Sample1433","PCOS-A"
"Sample1434",86,86,121.428571428571,133.384850106298,2.89469123337666,0.88032305925072,0.649857552825157,0.9770279971285,"Sample1434","PCOS-A"
"Sample1436",80,80,121.625,138.869035790598,1.84922378077476,0.601219614635582,0.422001949084999,0.973438621679828,"Sample1436","PCOS-A"
"Sample1437",83,83,110.1875,122.610119047619,2.77185169510693,0.881437234372045,0.627280307467139,0.978463747307968,"Sample1437","PCOS-A"
"Sample1445",95,95,122.352941176471,128.377960597343,3.13520919998555,0.903623852005386,0.688470346172144,0.977745872218234,"Sample1445","PCOS-A"
"Sample1447",68,68,99.5,105.446666666667,1.48871749418262,0.45802182896845,0.352817816248183,0.979899497487437,"Sample1447","PCOS-A"
"Sample1519",50,50,66.5,59.2814577897483,1.95189267622327,0.677417443076319,0.498947136434248,0.991385498923187,"Sample1519","PCOS-A"
"Sample1520",38,38,42,44.8559954963408,1.86100532306952,0.685988655202997,0.511604465530928,0.994256999282125,"Sample1520","PCOS-A"
"Sample1521",39,39,42.5,44.0942239025415,2.24017613266242,0.813267444802724,0.611474938610367,0.994974874371859,"Sample1521","PCOS-A"
"Sample1523",53,53,56,59.1964753948411,1.90756254314421,0.65556270739401,0.480459015276174,0.992821249102656,"Sample1523","PCOS-A"
"Sample1524",36,36,40.2,41.0389732477706,1.92972261860525,0.724065409603654,0.538499349869946,0.994974874371859,"Sample1524","PCOS-A"
"Sample1525",32,32,41.3333333333333,40.098104793757,2.42690425314961,0.869415274506055,0.700256546146254,0.994256999282125,"Sample1525","PCOS-A"
"Sample1526",56,56,61,64.0457142857143,2.39132563735682,0.806415422409968,0.594066263293405,0.992103374012922,"Sample1526","PCOS-A"
"Sample1527",47,47,50,51.6848848848849,2.5208935365371,0.85574421177779,0.654752439988906,0.994974874371859,"Sample1527","PCOS-A"
"Sample1528",43,43,47.2,48.6779083676269,2.68104529630283,0.891604984207263,0.712816445239432,0.994974874371859,"Sample1528","PCOS-A"
"Sample1529",39,39,43.2,42.9088319088319,2.3724080207829,0.841105331807226,0.647568745919485,0.994974874371859,"Sample1529","PCOS-A"
"Sample1530",39,39,46.2,48.7473246135553,2.20266141498077,0.746360249612332,0.601234980529879,0.993539124192391,"Sample1530","PCOS-A"
"Sample1531",60,60,66.875,66.3125448622309,2.58955395669315,0.846498928856157,0.632470940669373,0.992103374012922,"Sample1531","PCOS-A"
"Sample1532",64,64,80.5,71.9318037334566,3.1963779224019,0.93875798848617,0.768566429576032,0.991385498923187,"Sample1532","PCOS-A"
"Sample1534",49,49,56,54.9704881510079,2.88758073047493,0.911378758215238,0.741961475424949,0.994256999282125,"Sample1534","PCOS-A"
"Sample1535",50,50,54.5,56.5418808254382,2.28590833858764,0.799711819274817,0.584328961106777,0.993539124192391,"Sample1535","PCOS-A"
"Sample1536",49,49,50.75,53.1614943527011,1.51305384930782,0.490377227126299,0.38877793253773,0.994974874371859,"Sample1536","PCOS-A"
"Sample1537",40,40,55.6,58.3153298752361,2.55187863870836,0.890286732606732,0.691776099070528,0.990667623833453,"Sample1537","PCOS-A"
"Sample1538",34,34,34.3333333333333,35.6668074324324,2.26934051316582,0.828483510775084,0.643536160674562,0.997846374730797,"Sample1538","PCOS-A"
"Sample1542",53,53,53,53,3.25426669197294,0.937531468232352,0.819654262918272,1,"Sample1542","PCOS-A"
"Sample1543",43,43,43.1666666666667,43.8017739711005,2.23388488865791,0.718179143074618,0.593928751447458,0.998564249820531,"Sample1543","PCOS-A"
"Sample1544",36,36,36,36,2.10107423397489,0.726510204596977,0.586315928577203,1,"Sample1544","PCOS-A"
"Sample1545",44,44,44.75,44.9390163934426,2.0728932907501,0.67843988685093,0.547777329172526,0.997846374730797,"Sample1545","PCOS-A"
"Sample1546",16,16,16.5,17.0498732037194,1.65756477984512,0.677940002545803,0.597840121958689,0.998564249820531,"Sample1546","PCOS-A"
"Sample1547",19,19,19,19,2.05762904083475,0.792032153383057,0.698818707194693,1,"Sample1547","PCOS-A"
"Sample1548",50,50,50.75,51.0898592358518,3.03945695629632,0.906017112534264,0.776952730615057,0.997846374730797,"Sample1548","PCOS-A"
"Sample1549",55,55,58.75,57.6994870333428,3.01706940222907,0.898717770990116,0.752887085443095,0.995692749461594,"Sample1549","PCOS-A"
"Sample1550",51,51,51.1428571428571,51.6323278236915,3.0034535920393,0.906979776330117,0.763882702997241,0.998564249820531,"Sample1550","PCOS-A"
"Sample1551",41,41,48.5,44.4231061149972,2.37781170168711,0.801585612402078,0.640303098735163,0.995692749461594,"Sample1551","PCOS-A"
"Sample1552",45,45,45.2,45.5912569125288,2.87845626315283,0.892505806645781,0.756162720201261,0.998564249820531,"Sample1552","PCOS-A"
"Sample1553",41,41,42.2,42.7995224305238,2.4389605420563,0.784151503079957,0.656769411835008,0.997128499641062,"Sample1553","PCOS-A"
"Sample1554",49,49,52,50.4653658536585,3.05947148366637,0.923024516490771,0.786128661991835,0.997128499641062,"Sample1554","PCOS-A"
"Sample1555",38,38,39,38.4330207482769,2.78748894578369,0.890016692013034,0.76630183406937,0.998564249820531,"Sample1555","PCOS-A"
"Sample1556",49,49,49,49,3.14311067856055,0.919546970829947,0.807619683798465,1,"Sample1556","PCOS-A"
"Sample1557",36,36,36,36.2967721025618,2.41287533485853,0.83888316570031,0.673325682463972,0.999282124910266,"Sample1557","PCOS-A"
"Sample1558",56,56,56.75,57.9418976848213,3.01742527532234,0.879684031891588,0.749605377902089,0.997128499641062,"Sample1558","PCOS-A"
"Sample1559",26,26,27.5,28.9234511181677,2.00952817855927,0.801482543473186,0.616779814566077,0.997128499641062,"Sample1559","PCOS-A"
"Sample1560",34,34,34,34,2.46877046543019,0.817527283633839,0.700090205807561,1,"Sample1560","PCOS-A"
"Sample1561",37,37,37,37.2830459259259,2.53293264628696,0.832615544134373,0.701465031209233,0.999282124910266,"Sample1561","PCOS-A"
"Sample1562",39,39,39,39.3828661315243,2.82667078861784,0.903857818473972,0.771563593478511,0.999282124910266,"Sample1562","PCOS-A"
"Sample1563",18,18,18,18.5253772290809,1.73468772365244,0.667862953368009,0.600160764411524,0.999282124910266,"Sample1563","PCOS-A"
"Sample1564",29,29,29,29,2.59612012846667,0.869520404813525,0.770980709609081,1,"Sample1564","PCOS-A"
"Sample1565",63,63,63.5,63.9482842105263,3.46275888308934,0.949484371915984,0.835782351230762,0.997846374730797,"Sample1565","PCOS-A"
"Sample1566",34,34,34,34.1931965532717,2.3311375351405,0.801403180397939,0.661060466979404,0.999282124910266,"Sample1566","PCOS-A"
"Sample1567",34,34,34,34.2308529722933,2.78487896957283,0.898776520279585,0.789731778736935,0.999282124910266,"Sample1567","PCOS-A"
"Sample1568",33,33,33.1666666666667,33.8830757035275,2.32290718022942,0.862325162887559,0.664350681185189,0.998564249820531,"Sample1568","PCOS-A"
"Sample1576",26,26,26,26.3233117388987,2.23504145162448,0.812315087899759,0.685996079472137,0.999282124910266,"Sample1576","PCOS-A"
"Sample1585",46,46,47,47.3849898580122,3.05943736709829,0.921756768665396,0.79909217141721,0.997846374730797,"Sample1585","PCOS-A"
"Sample1586",38,38,39,38.5508422213811,2.41124818126143,0.794972709924353,0.662870396846572,0.998564249820531,"Sample1586","PCOS-A"
"Sample1587",36,36,36,36.2612788811048,2.17854414966317,0.740297735214891,0.607934320169032,0.999282124910266,"Sample1587","PCOS-A"
"Sample1588",54,54,54.4285714285714,55.0894842838739,2.59114960685275,0.789254445749412,0.649576327356966,0.997846374730797,"Sample1588","PCOS-A"
"Sample1589",40,40,40,40,2.8835938215323,0.91046762888383,0.781699119583981,1,"Sample1589","PCOS-A"
"Sample1596",47,47,54.5,55.2745018839107,2.6679074501075,0.865293548039655,0.692936408184076,0.992821249102656,"Sample1596","PCOS-A"
"Sample1597",63,63,78,76.3052212451046,3.17271861713633,0.937278949356566,0.765777322404288,0.989231873653984,"Sample1597","PCOS-A"
"Sample1598",76,76,86.1111111111111,85.0888529833576,3.10891730811786,0.89289025375055,0.717873178474736,0.989949748743719,"Sample1598","PCOS-A"
"Sample1599",63,63,80.1428571428571,76.6684950841751,2.47297234802305,0.795579785915528,0.596884366870901,0.98851399856425,"Sample1599","PCOS-A"
"Sample1601",35,35,36.25,37.8346647300896,2.04213624481491,0.757374195353756,0.574384338606616,0.996410624551328,"Sample1601","PCOS-A"
"Sample1602",37,37,44.8571428571429,46.3711441736133,0.80181562165063,0.252485893728719,0.222053129162239,0.992103374012922,"Sample1602","PCOS-A"
"Sample1603",25,25,30.6,36.6094798399508,1.64124091066507,0.738471353794921,0.509880156912321,0.994256999282125,"Sample1603","PCOS-A"
"Sample1604",43,43,50.8571428571429,56.6162200832466,2.3751957549209,0.843851088072915,0.631499436844751,0.992103374012922,"Sample1604","PCOS-A"
"Sample1605",36,36,44.25,48.1160930232558,0.738275399590926,0.22573538392403,0.206019672916532,0.991385498923187,"Sample1605","PCOS-A"
"Sample1606",46,46,72.25,63.4139225189432,2.35220667641632,0.818571371883518,0.614371113098584,0.989231873653984,"Sample1606","PCOS-A"
"Sample1607",20,20,34,29.3413723801321,1.02758077998466,0.539283433885662,0.343014891235788,0.994256999282125,"Sample1607","PCOS-A"
"Sample1608",38,38,50,45.1556959025767,2.20524901237976,0.795618952108507,0.606239664312345,0.993539124192391,"Sample1608","PCOS-A"
"Sample1609",44,44,51.5,53.8244170096022,2.64413559224954,0.884597327731881,0.698732317363208,0.992821249102656,"Sample1609","PCOS-A"
"Sample1610",26,26,31,29.8771259509721,1.29550469346275,0.513888280495906,0.397626245368856,0.995692749461594,"Sample1610","PCOS-A"
"Sample1612",50,50,61,59.57494,2.78942496408993,0.893343757037675,0.713038998037448,0.992103374012922,"Sample1612","PCOS-A"
"Sample1613",31,31,44,52.244994212963,1.23010545140042,0.562488372536459,0.358214919902373,0.990667623833453,"Sample1613","PCOS-A"
"Sample1614",61,61,97.1428571428571,93.7547837204347,2.55472409529404,0.824072160618496,0.621455237913945,0.983488872936109,"Sample1614","PCOS-A"
"Sample3",75,75,94,94.3116727206764,3.28672332600927,0.93846114997096,0.761258222276198,0.986360373295047,"Sample3","HC-E"
"Sample4",66,66,87,97.3665318677883,3.04711581136793,0.919504712569101,0.727295206643715,0.984924623115578,"Sample4","HC-E"
"Sample7",84,84,95.3333333333333,98.0196930524231,3.55562661922533,0.954596590789039,0.802476559209928,0.987796123474515,"Sample7","HC-E"
"Sample8",68,68,81.6,85.960568797802,2.98412404584053,0.899352675592092,0.70722090213981,0.987796123474515,"Sample8","HC-E"
"Sample9",64,64,75.1428571428571,75.0445722343402,3.12679685269431,0.925500232162762,0.751835718874884,0.990667623833453,"Sample9","HC-E"
"Sample11",64,64,83.125,79.9062392153301,2.9372696120338,0.912202278957087,0.706264050505835,0.987078248384781,"Sample11","HC-E"
"Sample12",68,68,87.125,84.3309229887481,3.15841390378945,0.930320765967052,0.748526634970946,0.987078248384781,"Sample12","HC-E"
